Punktnummer,Ost,Nord,Höhe,Hz-Winkel,V-Winkel,Schrägdistanz,Horizontaldistanz,Code & Punkt Info,Zeitstempel
3_TS091412093096,2601405.6392,1144078.3721,1113.6369,111.2096 g,84.4482 g,140.2952,136.1292,,14.09.2022 12:09:31
3_TS091412093017,2601405.6337,1144078.3731,1113.6354,111.2097 g,84.4482 g,140.2894,136.1236,,14.09.2022 12:09:30
3_TS091412092948,2601405.6364,1144078.3726,1113.6360,111.2097 g,84.4482 g,140.2922,136.1263,,14.09.2022 12:09:29
3_TS091412092864,2601405.6283,1144078.3740,1113.6342,111.2097 g,84.4481 g,140.2838,136.1181,,14.09.2022 12:09:29
3_TS091412092792,2601405.6254,1144078.3745,1113.6336,111.2097 g,84.4481 g,140.2808,136.1151,,14.09.2022 12:09:28
3_TS091412092714,2601405.6258,1144078.3744,1113.6337,111.2097 g,84.4481 g,140.2812,136.1155,,14.09.2022 12:09:27
3_TS091412092639,2601405.6305,1144078.3736,1113.6351,111.2097 g,84.4480 g,140.2862,136.1204,,14.09.2022 12:09:26
3_TS091412092566,2601405.6381,1144078.3722,1113.6368,111.2097 g,84.4481 g,140.2941,136.1281,,14.09.2022 12:09:26
3_TS091412092491,2601405.6424,1144078.3715,1113.6378,111.2097 g,84.4481 g,140.2986,136.1324,,14.09.2022 12:09:25
3_TS091412092418,2601405.6388,1144078.3721,1113.6369,111.2097 g,84.4481 g,140.2948,136.1288,,14.09.2022 12:09:24
3_TS091412092349,2601405.6273,1144078.3741,1113.6342,111.2097 g,84.4480 g,140.2828,136.1171,,14.09.2022 12:09:23
3_TS091412092254,2601405.6280,1144078.3740,1113.6340,111.2097 g,84.4482 g,140.2834,136.1177,,14.09.2022 12:09:23
3_TS091412092181,2601405.6251,1144078.3746,1113.6330,111.2097 g,84.4483 g,140.2803,136.1148,,14.09.2022 12:09:22
3_TS091412092109,2601405.6233,1144078.3750,1113.6326,111.2096 g,84.4483 g,140.2784,136.1129,,14.09.2022 12:09:21
3_TS091412092030,2601405.6297,1144078.3740,1113.6345,111.2096 g,84.4481 g,140.2852,136.1195,,14.09.2022 12:09:20
3_TS091412091913,2601405.6345,1144078.3733,1113.6350,111.2095 g,84.4485 g,140.2900,136.1243,,14.09.2022 12:09:19
3_TS091412091828,2601405.6340,1144078.3733,1113.6350,111.2095 g,84.4484 g,140.2895,136.1238,,14.09.2022 12:09:18
3_TS091412091746,2601405.6282,1144078.3744,1113.6332,111.2095 g,84.4486 g,140.2834,136.1179,,14.09.2022 12:09:17
3_TS091412091683,2601405.6278,1144078.3744,1113.6335,111.2096 g,84.4484 g,140.2831,136.1175,,14.09.2022 12:09:17
3_TS091412091512,2601405.6279,1144078.3743,1113.6337,111.2096 g,84.4483 g,140.2832,136.1176,,14.09.2022 12:09:15
3_TS091412091434,2601405.6333,1144078.3732,1113.6350,111.2096 g,84.4483 g,140.2889,136.1231,,14.09.2022 12:09:14
3_TS091412091362,2601405.6343,1144078.3730,1113.6359,111.2096 g,84.4481 g,140.2901,136.1242,,14.09.2022 12:09:14
3_TS091412091287,2601405.6340,1144078.3729,1113.6357,111.2097 g,84.4481 g,140.2898,136.1239,,14.09.2022 12:09:13
3_TS091412091219,2601405.6386,1144078.3722,1113.6368,111.2097 g,84.4481 g,140.2946,136.1286,,14.09.2022 12:09:12
3_TS091412091138,2601405.6326,1144078.3732,1113.6353,111.2097 g,84.4482 g,140.2883,136.1225,,14.09.2022 12:09:11
3_TS091412091049,2601405.6232,1144078.3749,1113.6329,111.2097 g,84.4481 g,140.2785,136.1129,,14.09.2022 12:09:10
3_TS091412090972,2601405.6282,1144078.3740,1113.6343,111.2097 g,84.4481 g,140.2837,136.1180,,14.09.2022 12:09:10
3_TS091412090897,2601405.6334,1144078.3731,1113.6357,111.2097 g,84.4481 g,140.2892,136.1233,,14.09.2022 12:09:09
3_TS091412090841,2601405.6367,1144078.3724,1113.6366,111.2097 g,84.4480 g,140.2927,136.1267,,14.09.2022 12:09:08
3_TS091412090686,2601405.6391,1144078.3721,1113.6374,111.2097 g,84.4480 g,140.2952,136.1291,,14.09.2022 12:09:07
3_TS091412090608,2601405.6341,1144078.3729,1113.6360,111.2097 g,84.4480 g,140.2899,136.1239,,14.09.2022 12:09:06
3_TS091412090511,2601405.6358,1144078.3726,1113.6365,111.2097 g,84.4480 g,140.2917,136.1257,,14.09.2022 12:09:05
3_TS091412090433,2601405.6305,1144078.3735,1113.6352,111.2097 g,84.4480 g,140.2862,136.1203,,14.09.2022 12:09:04
3_TS091412090350,2601405.6290,1144078.3738,1113.6348,111.2097 g,84.4480 g,140.2846,136.1188,,14.09.2022 12:09:04
3_TS091412090272,2601405.6272,1144078.3741,1113.6345,111.2097 g,84.4479 g,140.2828,136.1170,,14.09.2022 12:09:03
3_TS091412090188,2601405.6373,1144078.3723,1113.6371,111.2097 g,84.4479 g,140.2934,136.1273,,14.09.2022 12:09:02
3_TS091412090098,2601405.6372,1144078.3723,1113.6371,111.2097 g,84.4479 g,140.2933,136.1272,,14.09.2022 12:09:01
3_TS091412090067,2601405.6356,1144078.3726,1113.6365,111.2097 g,84.4479 g,140.2916,136.1255,,14.09.2022 12:09:01
3_TS091412090053,2601405.6241,1144078.3746,1113.6336,111.2097 g,84.4479 g,140.2795,136.1138,,14.09.2022 12:09:01
3_TS091412085853,2601405.6257,1144078.3743,1113.6341,111.2097 g,84.4479 g,140.2812,136.1154,,14.09.2022 12:08:59
3_TS091412085758,2601405.6255,1144078.3744,1113.6341,111.2097 g,84.4479 g,140.2810,136.1152,,14.09.2022 12:08:58
3_TS091412085670,2601405.6330,1144078.3730,1113.6360,111.2097 g,84.4479 g,140.2889,136.1229,,14.09.2022 12:08:57
3_TS091412085595,2601405.6279,1144078.3739,1113.6347,111.2098 g,84.4479 g,140.2835,136.1177,,14.09.2022 12:08:56
3_TS091412085511,2601405.6308,1144078.3734,1113.6354,111.2098 g,84.4479 g,140.2866,136.1207,,14.09.2022 12:08:55
3_TS091412085388,2601405.6256,1144078.3744,1113.6341,111.2097 g,84.4479 g,140.2811,136.1153,,14.09.2022 12:08:54
3_TS091412085307,2601405.6196,1144078.3754,1113.6325,111.2097 g,84.4479 g,140.2748,136.1092,,14.09.2022 12:08:53
3_TS091412085218,2601405.6210,1144078.3751,1113.6330,111.2097 g,84.4479 g,140.2763,136.1107,,14.09.2022 12:08:52
3_TS091412085138,2601405.6267,1144078.3741,1113.6346,111.2098 g,84.4478 g,140.2823,136.1164,,14.09.2022 12:08:51
3_TS091412085054,2601405.6325,1144078.3730,1113.6363,111.2098 g,84.4477 g,140.2885,136.1224,,14.09.2022 12:08:51
3_TS091412084974,2601405.6291,1144078.3736,1113.6353,111.2098 g,84.4478 g,140.2849,136.1190,,14.09.2022 12:08:50
3_TS091412084891,2601405.6284,1144078.3738,1113.6350,111.2098 g,84.4478 g,140.2841,136.1182,,14.09.2022 12:08:49
3_TS091412084813,2601405.6251,1144078.3743,1113.6346,111.2098 g,84.4476 g,140.2808,136.1149,,14.09.2022 12:08:48
3_TS091412084733,2601405.6224,1144078.3748,1113.6336,111.2098 g,84.4478 g,140.2779,136.1122,,14.09.2022 12:08:47
3_TS091412084632,2601405.6313,1144078.3733,1113.6359,111.2097 g,84.4477 g,140.2872,136.1212,,14.09.2022 12:08:46
3_TS091412084553,2601405.6352,1144078.3725,1113.6372,111.2098 g,84.4476 g,140.2914,136.1252,,14.09.2022 12:08:46
3_TS091412084472,2601405.6389,1144078.3719,1113.6378,111.2098 g,84.4478 g,140.2951,136.1289,,14.09.2022 12:08:45
3_TS091412084457,2601405.6353,1144078.3725,1113.6371,111.2098 g,84.4477 g,140.2914,136.1252,,14.09.2022 12:08:45
3_TS091412084287,2601405.6269,1144078.3741,1113.6350,111.2098 g,84.4476 g,140.2826,136.1167,,14.09.2022 12:08:43
3_TS091412084150,2601405.6272,1144078.3740,1113.6351,111.2097 g,84.4476 g,140.2829,136.1169,,14.09.2022 12:08:42
3_TS091412084053,2601405.6296,1144078.3736,1113.6366,111.2098 g,84.4472 g,140.2857,136.1195,,14.09.2022 12:08:41
3_TS091412083964,2601405.6275,1144078.3738,1113.6366,111.2098 g,84.4470 g,140.2836,136.1173,,14.09.2022 12:08:40
3_TS091412083859,2601405.6374,1144078.3721,1113.6381,111.2098 g,84.4474 g,140.2938,136.1274,,14.09.2022 12:08:39
3_TS091412083775,2601405.6256,1144078.3741,1113.6350,111.2098 g,84.4475 g,140.2814,136.1154,,14.09.2022 12:08:38
3_TS091412083676,2601405.6282,1144078.3737,1113.6358,111.2098 g,84.4474 g,140.2841,136.1180,,14.09.2022 12:08:37
3_TS091412083586,2601405.6210,1144078.3750,1113.6334,111.2098 g,84.4477 g,140.2765,136.1108,,14.09.2022 12:08:36
3_TS091412083454,2601405.6284,1144078.3734,1113.6360,111.2099 g,84.4474 g,140.2844,136.1183,,14.09.2022 12:08:35
3_TS091412083323,2601405.6368,1144078.3724,1113.6373,111.2097 g,84.4477 g,140.2929,136.1267,,14.09.2022 12:08:33
3_TS091412083218,2601405.6282,1144078.3739,1113.6349,111.2097 g,84.4478 g,140.2839,136.1180,,14.09.2022 12:08:32
3_TS091412083104,2601405.6291,1144078.3737,1113.6352,111.2097 g,84.4478 g,140.2848,136.1189,,14.09.2022 12:08:31
3_TS091412082997,2601405.6207,1144078.3753,1113.6329,111.2097 g,84.4479 g,140.2760,136.1104,,14.09.2022 12:08:30
3_TS091412082859,2601405.6262,1144078.3743,1113.6345,111.2097 g,84.4478 g,140.2818,136.1160,,14.09.2022 12:08:29
3_TS091412082847,2601405.6310,1144078.3735,1113.6359,111.2097 g,84.4477 g,140.2869,136.1209,,14.09.2022 12:08:28
3_TS091412082673,2601405.6286,1144078.3739,1113.6350,111.2097 g,84.4478 g,140.2843,136.1184,,14.09.2022 12:08:27
3_TS091412082577,2601405.6309,1144078.3735,1113.6355,111.2097 g,84.4479 g,140.2867,136.1208,,14.09.2022 12:08:26
3_TS091412082450,2601405.6283,1144078.3740,1113.6349,111.2097 g,84.4479 g,140.2839,136.1180,,14.09.2022 12:08:25
3_TS091412082335,2601405.6135,1144078.3766,1113.6310,111.2097 g,84.4479 g,140.2684,136.1030,,14.09.2022 12:08:23
3_TS091412082249,2601405.6208,1144078.3753,1113.6328,111.2097 g,84.4479 g,140.2761,136.1105,,14.09.2022 12:08:22
3_TS091412082161,2601405.6261,1144078.3744,1113.6341,111.2097 g,84.4479 g,140.2816,136.1159,,14.09.2022 12:08:22
3_TS091412082066,2601405.6309,1144078.3735,1113.6353,111.2097 g,84.4479 g,140.2866,136.1207,,14.09.2022 12:08:21
3_TS091412081973,2601405.6258,1144078.3744,1113.6340,111.2097 g,84.4480 g,140.2813,136.1156,,14.09.2022 12:08:20
3_TS091412081888,2601405.6281,1144078.3740,1113.6347,111.2097 g,84.4479 g,140.2837,136.1179,,14.09.2022 12:08:19
3_TS091412081791,2601405.6190,1144078.3756,1113.6323,111.2097 g,84.4479 g,140.2742,136.1087,,14.09.2022 12:08:18
3_TS091412081713,2601405.6202,1144078.3754,1113.6325,111.2097 g,84.4480 g,140.2754,136.1099,,14.09.2022 12:08:17
3_TS091412081598,2601405.6233,1144078.3749,1113.6334,111.2097 g,84.4480 g,140.2787,136.1130,,14.09.2022 12:08:16
3_TS091412081518,2601405.6284,1144078.3739,1113.6347,111.2097 g,84.4479 g,140.2840,136.1182,,14.09.2022 12:08:15
3_TS091412081429,2601405.6286,1144078.3738,1113.6351,111.2097 g,84.4478 g,140.2843,136.1184,,14.09.2022 12:08:14
3_TS091412081355,2601405.6262,1144078.3743,1113.6343,111.2097 g,84.4479 g,140.2817,136.1159,,14.09.2022 12:08:14
3_TS091412081273,2601405.6237,1144078.3748,1113.6334,111.2097 g,84.4480 g,140.2791,136.1135,,14.09.2022 12:08:13
3_TS091412081228,2601405.6246,1144078.3746,1113.6335,111.2097 g,84.4481 g,140.2800,136.1144,,14.09.2022 12:08:12
3_TS091412081036,2601405.6234,1144078.3746,1113.6333,111.2098 g,84.4480 g,140.2788,136.1132,,14.09.2022 12:08:10
3_TS091412080966,2601405.6256,1144078.3742,1113.6336,111.2098 g,84.4481 g,140.2810,136.1154,,14.09.2022 12:08:10
3_TS091412080891,2601405.6241,1144078.3745,1113.6331,111.2098 g,84.4482 g,140.2794,136.1138,,14.09.2022 12:08:09
3_TS091412080812,2601405.6268,1144078.3741,1113.6340,111.2097 g,84.4481 g,140.2823,136.1166,,14.09.2022 12:08:08
3_TS091412080738,2601405.6214,1144078.3751,1113.6326,111.2097 g,84.4481 g,140.2766,136.1111,,14.09.2022 12:08:07
3_TS091412080666,2601405.6257,1144078.3744,1113.6335,111.2097 g,84.4482 g,140.2811,136.1155,,14.09.2022 12:08:07
3_TS091412080589,2601405.6198,1144078.3755,1113.6322,111.2097 g,84.4481 g,140.2749,136.1094,,14.09.2022 12:08:06
3_TS091412080518,2601405.6254,1144078.3745,1113.6338,111.2097 g,84.4480 g,140.2808,136.1151,,14.09.2022 12:08:05
3_TS091412080433,2601405.6234,1144078.3749,1113.6331,111.2097 g,84.4481 g,140.2787,136.1131,,14.09.2022 12:08:04
3_TS091412080318,2601405.6229,1144078.3749,1113.6332,111.2097 g,84.4480 g,140.2782,136.1126,,14.09.2022 12:08:03
3_TS091412080238,2601405.6219,1144078.3751,1113.6324,111.2097 g,84.4482 g,140.2770,136.1115,,14.09.2022 12:08:02
3_TS091412080158,2601405.6180,1144078.3758,1113.6316,111.2097 g,84.4481 g,140.2730,136.1076,,14.09.2022 12:08:02
3_TS091412080093,2601405.6209,1144078.3752,1113.6325,111.2097 g,84.4481 g,140.2761,136.1106,,14.09.2022 12:08:01
3_TS091412080018,2601405.6150,1144078.3764,1113.6307,111.2097 g,84.4482 g,140.2698,136.1045,,14.09.2022 12:08:00
3_TS091412075938,2601405.6160,1144078.3763,1113.6312,111.2096 g,84.4481 g,140.2709,136.1055,,14.09.2022 12:07:59
3_TS091412075862,2601405.6193,1144078.3758,1113.6321,111.2096 g,84.4481 g,140.2744,136.1089,,14.09.2022 12:07:59
3_TS091412075796,2601405.6217,1144078.3753,1113.6326,111.2096 g,84.4481 g,140.2769,136.1114,,14.09.2022 12:07:58
3_TS091412075709,2601405.6222,1144078.3752,1113.6327,111.2096 g,84.4481 g,140.2774,136.1119,,14.09.2022 12:07:57
3_TS091412075629,2601405.6166,1144078.3762,1113.6313,111.2096 g,84.4481 g,140.2715,136.1061,,14.09.2022 12:07:56
3_TS091412075613,2601405.6171,1144078.3761,1113.6313,111.2096 g,84.4482 g,140.2720,136.1067,,14.09.2022 12:07:56
3_TS091412075478,2601405.6189,1144078.3758,1113.6318,111.2096 g,84.4482 g,140.2739,136.1085,,14.09.2022 12:07:55
3_TS091412075414,2601405.6142,1144078.3766,1113.6305,111.2096 g,84.4482 g,140.2690,136.1038,,14.09.2022 12:07:54
3_TS091412075345,2601405.6210,1144078.3754,1113.6322,111.2096 g,84.4482 g,140.2761,136.1107,,14.09.2022 12:07:53
3_TS091412075257,2601405.6218,1144078.3753,1113.6324,111.2096 g,84.4482 g,140.2769,136.1114,,14.09.2022 12:07:53
3_TS091412075188,2601405.6259,1144078.3746,1113.6335,111.2096 g,84.4482 g,140.2812,136.1156,,14.09.2022 12:07:52
3_TS091412075067,2601405.6236,1144078.3750,1113.6329,111.2096 g,84.4482 g,140.2788,136.1133,,14.09.2022 12:07:51
3_TS091412074987,2601405.6231,1144078.3751,1113.6328,111.2096 g,84.4482 g,140.2783,136.1128,,14.09.2022 12:07:50
3_TS091412074914,2601405.6231,1144078.3751,1113.6327,111.2096 g,84.4482 g,140.2783,136.1128,,14.09.2022 12:07:49
3_TS091412074833,2601405.6251,1144078.3748,1113.6333,111.2096 g,84.4482 g,140.2804,136.1148,,14.09.2022 12:07:48
3_TS091412074759,2601405.6211,1144078.3755,1113.6323,111.2096 g,84.4482 g,140.2762,136.1107,,14.09.2022 12:07:48
3_TS091412074678,2601405.6228,1144078.3751,1113.6327,111.2096 g,84.4482 g,140.2780,136.1125,,14.09.2022 12:07:47
3_TS091412074609,2601405.6252,1144078.3747,1113.6334,111.2096 g,84.4482 g,140.2805,136.1149,,14.09.2022 12:07:46
3_TS091412074516,2601405.6248,1144078.3748,1113.6333,111.2096 g,84.4482 g,140.2801,136.1145,,14.09.2022 12:07:45
3_TS091412074436,2601405.6279,1144078.3742,1113.6340,111.2096 g,84.4482 g,140.2833,136.1176,,14.09.2022 12:07:44
3_TS091412074364,2601405.6196,1144078.3757,1113.6319,111.2096 g,84.4482 g,140.2746,136.1092,,14.09.2022 12:07:44
3_TS091412074292,2601405.6225,1144078.3751,1113.6327,111.2096 g,84.4482 g,140.2777,136.1122,,14.09.2022 12:07:43
3_TS091412074211,2601405.6196,1144078.3757,1113.6320,111.2096 g,84.4481 g,140.2746,136.1092,,14.09.2022 12:07:42
3_TS091412074146,2601405.6201,1144078.3757,1113.6321,111.2096 g,84.4482 g,140.2752,136.1098,,14.09.2022 12:07:41
3_TS091412074072,2601405.6291,1144078.3740,1113.6343,111.2096 g,84.4482 g,140.2846,136.1189,,14.09.2022 12:07:41
3_TS091412073997,2601405.6256,1144078.3747,1113.6335,111.2096 g,84.4482 g,140.2809,136.1153,,14.09.2022 12:07:40
3_TS091412073803,2601405.6216,1144078.3754,1113.6324,111.2096 g,84.4482 g,140.2767,136.1112,,14.09.2022 12:07:38
3_TS091412073722,2601405.6206,1144078.3756,1113.6321,111.2096 g,84.4482 g,140.2756,136.1102,,14.09.2022 12:07:37
3_TS091412073651,2601405.6185,1144078.3759,1113.6316,111.2096 g,84.4482 g,140.2735,136.1081,,14.09.2022 12:07:37
3_TS091412073586,2601405.6168,1144078.3762,1113.6313,111.2096 g,84.4481 g,140.2717,136.1063,,14.09.2022 12:07:36
3_TS091412073504,2601405.6231,1144078.3750,1113.6330,111.2096 g,84.4481 g,140.2783,136.1127,,14.09.2022 12:07:35
3_TS091412073430,2601405.6256,1144078.3746,1113.6336,111.2096 g,84.4481 g,140.2810,136.1154,,14.09.2022 12:07:34
3_TS091412073359,2601405.6243,1144078.3749,1113.6331,111.2096 g,84.4482 g,140.2795,136.1139,,14.09.2022 12:07:34
3_TS091412073274,2601405.6238,1144078.3749,1113.6330,111.2096 g,84.4482 g,140.2790,136.1135,,14.09.2022 12:07:33
3_TS091412073202,2601405.6253,1144078.3747,1113.6332,111.2096 g,84.4482 g,140.2806,136.1150,,14.09.2022 12:07:32
3_TS091412073130,2601405.6161,1144078.3763,1113.6310,111.2096 g,84.4482 g,140.2710,136.1057,,14.09.2022 12:07:31
3_TS091412073051,2601405.6143,1144078.3766,1113.6304,111.2096 g,84.4483 g,140.2690,136.1038,,14.09.2022 12:07:31
3_TS091412072968,2601405.6138,1144078.3768,1113.6303,111.2096 g,84.4483 g,140.2685,136.1033,,14.09.2022 12:07:30
3_TS091412072894,2601405.6183,1144078.3760,1113.6312,111.2096 g,84.4483 g,140.2732,136.1079,,14.09.2022 12:07:29
3_TS091412072816,2601405.6196,1144078.3757,1113.6317,111.2096 g,84.4483 g,140.2746,136.1092,,14.09.2022 12:07:28
3_TS091412072745,2601405.6220,1144078.3753,1113.6323,111.2096 g,84.4483 g,140.2771,136.1117,,14.09.2022 12:07:27
3_TS091412072667,2601405.6198,1144078.3756,1113.6320,111.2096 g,84.4482 g,140.2748,136.1094,,14.09.2022 12:07:27
3_TS091412072552,2601405.6202,1144078.3755,1113.6319,111.2096 g,84.4483 g,140.2752,136.1098,,14.09.2022 12:07:26
3_TS091412072476,2601405.6150,1144078.3764,1113.6307,111.2096 g,84.4482 g,140.2698,136.1045,,14.09.2022 12:07:25
3_TS091412072397,2601405.6141,1144078.3766,1113.6304,111.2096 g,84.4482 g,140.2689,136.1037,,14.09.2022 12:07:24
3_TS091412072384,2601405.6185,1144078.3758,1113.6314,111.2096 g,84.4483 g,140.2734,136.1081,,14.09.2022 12:07:24
3_TS091412072259,2601405.6191,1144078.3756,1113.6316,111.2097 g,84.4483 g,140.2741,136.1087,,14.09.2022 12:07:23
3_TS091412072177,2601405.6189,1144078.3758,1113.6314,111.2096 g,84.4483 g,140.2738,136.1085,,14.09.2022 12:07:22
3_TS091412072093,2601405.6186,1144078.3759,1113.6312,111.2096 g,84.4484 g,140.2735,136.1082,,14.09.2022 12:07:21
3_TS091412072029,2601405.6098,1144078.3774,1113.6290,111.2096 g,84.4484 g,140.2643,136.0993,,14.09.2022 12:07:20
3_TS091412071955,2601405.6103,1144078.3773,1113.6293,111.2096 g,84.4483 g,140.2648,136.0997,,14.09.2022 12:07:20
3_TS091412071870,2601405.6036,1144078.3785,1113.6275,111.2096 g,84.4484 g,140.2578,136.0930,,14.09.2022 12:07:19
3_TS091412071792,2601405.6032,1144078.3786,1113.6275,111.2096 g,84.4483 g,140.2574,136.0926,,14.09.2022 12:07:18
3_TS091412071728,2601405.6112,1144078.3772,1113.6296,111.2096 g,84.4483 g,140.2658,136.1007,,14.09.2022 12:07:17
3_TS091412071642,2601405.6160,1144078.3762,1113.6308,111.2096 g,84.4483 g,140.2708,136.1055,,14.09.2022 12:07:16
3_TS091412071555,2601405.6111,1144078.3771,1113.6298,111.2097 g,84.4482 g,140.2658,136.1006,,14.09.2022 12:07:16
3_TS091412071486,2601405.6116,1144078.3770,1113.6299,111.2097 g,84.4482 g,140.2663,136.1011,,14.09.2022 12:07:15
3_TS091412071411,2601405.6100,1144078.3773,1113.6296,111.2096 g,84.4481 g,140.2646,136.0995,,14.09.2022 12:07:14
3_TS091412071286,2601405.6010,1144078.3788,1113.6273,111.2097 g,84.4482 g,140.2552,136.0903,,14.09.2022 12:07:13
3_TS091412071212,2601405.6029,1144078.3785,1113.6278,111.2097 g,84.4481 g,140.2572,136.0923,,14.09.2022 12:07:12
3_TS091412071134,2601405.6064,1144078.3779,1113.6287,111.2097 g,84.4481 g,140.2609,136.0959,,14.09.2022 12:07:11
3_TS091412071066,2601405.6147,1144078.3764,1113.6309,111.2097 g,84.4481 g,140.2696,136.1043,,14.09.2022 12:07:11
3_TS091412070982,2601405.6121,1144078.3769,1113.6302,111.2097 g,84.4481 g,140.2668,136.1016,,14.09.2022 12:07:10
3_TS091412070916,2601405.6127,1144078.3768,1113.6304,111.2097 g,84.4481 g,140.2675,136.1022,,14.09.2022 12:07:09
3_TS091412070833,2601405.6034,1144078.3785,1113.6280,111.2097 g,84.4481 g,140.2577,136.0927,,14.09.2022 12:07:08
3_TS091412070778,2601405.6044,1144078.3783,1113.6282,111.2097 g,84.4481 g,140.2588,136.0938,,14.09.2022 12:07:08
3_TS091412070597,2601405.6123,1144078.3768,1113.6303,111.2097 g,84.4481 g,140.2671,136.1018,,14.09.2022 12:07:06
3_TS091412070536,2601405.6145,1144078.3764,1113.6310,111.2097 g,84.4480 g,140.2694,136.1040,,14.09.2022 12:07:05
3_TS091412070443,2601405.6121,1144078.3769,1113.6304,111.2097 g,84.4480 g,140.2669,136.1016,,14.09.2022 12:07:04
3_TS091412070374,2601405.6124,1144078.3768,1113.6305,111.2097 g,84.4480 g,140.2672,136.1019,,14.09.2022 12:07:04
3_TS091412070293,2601405.6107,1144078.3771,1113.6300,111.2097 g,84.4480 g,140.2654,136.1002,,14.09.2022 12:07:03
3_TS091412070224,2601405.6026,1144078.3785,1113.6281,111.2097 g,84.4480 g,140.2570,136.0920,,14.09.2022 12:07:02
3_TS091412070146,2601405.6002,1144078.3789,1113.6275,111.2097 g,84.4480 g,140.2545,136.0896,,14.09.2022 12:07:01
3_TS091412070031,2601405.6062,1144078.3778,1113.6290,111.2097 g,84.4480 g,140.2608,136.0957,,14.09.2022 12:07:00
3_TS091412065953,2601405.6128,1144078.3767,1113.6307,111.2097 g,84.4479 g,140.2677,136.1024,,14.09.2022 12:07:00
3_TS091412065878,2601405.6097,1144078.3772,1113.6299,111.2097 g,84.4480 g,140.2644,136.0992,,14.09.2022 12:06:59
3_TS091412065795,2601405.6112,1144078.3769,1113.6302,111.2097 g,84.4480 g,140.2660,136.1008,,14.09.2022 12:06:58
3_TS091412065714,2601405.6063,1144078.3778,1113.6289,111.2097 g,84.4480 g,140.2608,136.0957,,14.09.2022 12:06:57
3_TS091412065641,2601405.6014,1144078.3787,1113.6277,111.2097 g,84.4480 g,140.2557,136.0908,,14.09.2022 12:06:56
3_TS091412065569,2601405.6009,1144078.3788,1113.6275,111.2097 g,84.4480 g,140.2552,136.0903,,14.09.2022 12:06:56
3_TS091412065495,2601405.6035,1144078.3783,1113.6281,111.2097 g,84.4481 g,140.2579,136.0929,,14.09.2022 12:06:55
3_TS091412065406,2601405.6075,1144078.3776,1113.6291,111.2097 g,84.4481 g,140.2621,136.0970,,14.09.2022 12:06:54
3_TS091412065331,2601405.6133,1144078.3765,1113.6307,111.2097 g,84.4480 g,140.2682,136.1029,,14.09.2022 12:06:53
3_TS091412065244,2601405.6170,1144078.3759,1113.6317,111.2097 g,84.4480 g,140.2721,136.1067,,14.09.2022 12:06:52
3_TS091412065184,2601405.6076,1144078.3775,1113.6293,111.2098 g,84.4480 g,140.2622,136.0971,,14.09.2022 12:06:52
